STT,Tên tạp chí,ISSN,eISSN,Impact Factor
3490,Surgery Today,0941-1291,1436-2813,2.5
3491,Surgical Case Reports, ,2198-7793, 
3492,Surgical Endoscopy,0930-2794,1432-2218,3.1
3493,Surgical and Experimental Pathology,2520-8454, , 
3494,Surgical and Radiologic Anatomy, ,1279-8517,1.4
3495,Surveys in Geophysics,0169-3298,1573-0956,4.6
3496,Sustainability Nexus Forum, ,2948-1627, 
3497,Sustainability Science,1862-4065,1862-4057,6.0
3498,Sustainable Chemical Processes, , , 
3499,Sustainable Earth Reviews,2520-8748, , 
3500,Sustainable Energy Research, ,2731-9237, 
3501,Sustainable Environment Research,2468-2039, , 
3502,Sustainable Water Resources Management,2363-5037,2363-5045,2.1
3503,Swarm Intelligence, , ,2.6
3504,Swiss Journal of Economics and Statistics, ,2235-6282, 
3505,Swiss Journal of Geosciences, ,1661-8734, 
3506,Swiss Journal of Palaeontology, ,1664-2384, 
3507,Symbiosis,0334-5114,1878-7665,2.5
3508,SynthesHis, , , 
3509,Synthese,0039-7857,1573-0964,1.5
3510,System Familie, , , 
3511,Systematic Parasitology,0165-5752,1573-5192,1.3
3512,Systematic Reviews,2046-4053, , 
3513,Systemic Practice and Action Research,1094-429X,1573-9295,1.2
3514,Systems Microbiology and Biomanufacturing,2662-7655,2662-7663, 
3515,Systems and Synthetic Biology, , , 
3516,São Paulo Journal of Mathematical Sciences,1982-6907,2316-9028,0.4
3517,Sādhanā, ,0973-7677,1.6
3518,TBV – Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde,0929-600X,1876-5858, 
3519,TEST,1133-0686,1863-8260,1.3
3520,TOP,1134-5764,1863-8279,1.7
3521,TSG - Tijdschrift voor gezondheidswetenschappen, ,1876-8776, 
3522,TVZ - Verpleegkunde in praktijk en wetenschap,1380-3425,2468-1342, 
3523,Tandartspraktijk,0167-1685,1875-6808, 
3524,Targeted Oncology,1776-2596,1776-260X,5.4
3525,Taylor's Business Review (TBR), , , 
3526,Teaching Business Ethics, , , 
3527,TechTrends,8756-3894,1559-7075,2.5
3528,Technical Physics,1063-7842,1090-6525,0.7
3529,Technical Physics Letters,1063-7850,1090-6533,0.6
3530,Techniques in Coloproctology,1123-6337,1128-045X,3.3
3531,Technology Operation Management, , , 
3532,"Technology, Innovation and Education", , , 
3533,"Technology, Knowledge and Learning",2211-1662,2211-1670,3.3
3534,Telecommunication Systems,1018-4864,1572-9451,2.5
3535,"Terrestrial, Atmospheric and Oceanic Sciences", ,2311-7680,0.8
3536,Tertiary Education and Management,1358-3883,1573-1936,1.2
3537,Textiles and Clothing Sustainability, , , 
3538,Thalassas: An International Journal of Marine Sciences,0212-5919,2366-1674,0.7
3539,The AAPS Journal, ,1550-7416,4.5
3540,The American Journal of Digestive Diseases, , , 
3541,The American Journal of Psychoanalysis, , , 
3542,The American Sociologist,0003-1232,1936-4784,0.7
3543,The Analysis of Verbal Behavior,0889-9401,2196-8926,0.5
3544,The Annals of Regional Science,0570-1864,1432-0592,1.7
3545,The Asia-Pacific Education Researcher,0119-5646,2243-7908,3.3
3546,The Astronomy and Astrophysics Review,0935-4956,1432-0754,25.8
3547,The Australian Educational Researcher,0311-6999,2210-5328,2.1
3548,The Australian Journal of Language and Literacy,1038-1562,1839-4728,0.8
3549,The Botanical Review, , ,4.0
3550,The Cardiothoracic Surgeon, ,2662-2203, 
3551,The Cerebellum, ,1473-4230,3.5
3552,The Chemical Educator, , , 
3553,The Chemists' Section of the Cotton Oil Press, , , 
3554,The Chinese-German Journal of Clinical Oncology, , , 
3555,The Computer Games Journal, , , 
3556,Dublin Journal of Medical and Chemical Science, , , 
3557,The Egyptian Heart Journal, , , 
3558,The Egyptian Journal of Bronchology, ,2314-8551, 
3559,The Egyptian Journal of Internal Medicine, ,2090-9098, 
3560,"The Egyptian Journal of Neurology, Psychiatry and Neurosurgery", ,1687-8329, 
3561,The Egyptian Journal of Otolaryngology, ,2090-8539, 
3562,The European Journal of Development Research, , , 
3563,The European Journal of Health Economics,1618-7598,1618-7601,4.4
3564,The European Physical Journal A, ,1434-601X,2.7
3565,The European Physical Journal B,1434-6028,1434-6036,1.6
3566,The European Physical Journal C, ,1434-6052,4.4
3567,The European Physical Journal D,1434-6060,1434-6079,1.8
3568,The European Physical Journal E,1292-8941,1292-895X,1.8
3569,The European Physical Journal H,2102-6459,2102-6467,1.0
3570,The European Physical Journal Plus, ,2190-5444,3.4
3571,The European Physical Journal Special Topics,1951-6355,1951-6401,2.8
3572,The Geneva Papers on Risk and Insurance - Issues and Practice, , , 
3573,The Geneva Risk and Insurance Review, , , 
3574,The HUGO Journal, , , 
3575,The Indian Journal of Labour Economics,0971-7927,0019-5308,1.5
3576,The International Journal of Advanced Manufacturing Technology,0268-3768,1433-3015,3.4
3577,The International Journal of Cardiovascular Imaging,1569-5794,1875-8312,2.1
3578,The International Journal of Life Cycle Assessment,0948-3349,1614-7502,4.8
3579,The International Sports Law Journal,1567-7559,2213-5154,1.1
3580,The Japanese Economic Review,1352-4739,1468-5876,1.2
3581,The Journal of Analysis, ,2367-2501,0.8
3582,The Journal of Basic and Applied Zoology, , , 
3583,The Journal of Behavioral Health Services & Research, , ,1.9
3584,The Journal of Chinese Sociology, ,2198-2635, 
3585,The Journal of Comparative Germanic Linguistics, ,1572-8552,0.6
3586,The Journal of East Asian Philosophy,2730-5406,2730-5414, 
3587,The Journal of Economic Inequality,1569-1721,1573-8701,2.4
3588,The Journal of Ethics,1382-4554,1572-8609,0.9
3589,The Journal of Frailty & Aging, ,2273-4309,3.9
3590,The Journal of Geometric Analysis,1050-6926,1559-002X,1.1
3591,The Journal of Global Positioning Systems, , , 
3592,The Journal of Headache and Pain,1129-2377,1129-2377, 
3593,The Journal of Indian Prosthodontic Society, , , 
3594,The Journal of Mathematical Neuroscience, ,2190-8567, 
3595,The Journal of Membrane Biology,0022-2631,1432-1424,2.4
3596,The Journal of Obstetrics and Gynecology of India,0971-9202,0975-6434,0.7
3597,The Journal of Physiological Sciences,1880-6562, , 
3598,The Journal of Prevention of Alzheimer's Disease, ,2426-0266,6.4
3599,The Journal of Real Estate Finance and Economics,0895-5638,1573-045X,1.9
3600,The Journal of Supercomputing,0920-8542,1573-0484,3.3
3601,The Journal of Sustainable Product Design, , , 
3602,The Journal of Technology Transfer,0892-9912,1573-7047,4.8
3603,The Journal of Value Inquiry,0022-5363,1573-0492,0.4
3604,The Journal of the Astronautical Sciences, ,2195-0571,1.8
3605,The Mathematical Intelligencer,0343-6993,1866-7414,0.4
3606,The Nucleus,0029-568X,0976-7975,1.8
3607,The Patient - Patient-Centered Outcomes Research,1178-1653,1178-1661,3.6
3608,The Protein Journal,1572-3887,1875-8355,3.0
3609,The Psychological Record,0033-2933,2163-3452,1.3
3610,The Quarterly Journal of Austrian Economics, , , 
3611,The Ramanujan Journal,1382-4090,1572-9303,0.7
3612,The Review of Austrian Economics,0889-3047,1573-7128,0.7
3613,The Review of Black Political Economy, , , 
3614,The Review of International Organizations,1559-7431,1559-744X,3.9
3615,The Review of Socionetwork Strategies, ,1867-3236,1.3
3616,The Science of Nature,0028-1042,1432-1904,1.8
3617,The Ultrasound Journal, ,2524-8987, 
3618,The Urban Review,0042-0972,1573-1960, 
3619,The VLDB Journal,1066-8888,0949-877X,4.2
3620,The Visual Computer,0178-2789,1432-2315,3.5
3621,"The journal of nutrition, health & aging", ,1760-4788,5.8
3622,Theoretical Biology and Medical Modelling,1742-4682, , 
3623,Theoretical Chemistry Accounts,1432-881X,1432-2234,1.7
3624,Theoretical Ecology, ,1874-1746,1.6
3625,Theoretical Foundations of Chemical Engineering,0040-5795,1608-3431,0.8
3626,Theoretical Medicine and Bioethics,1386-7415,1573-1200,1.4
3627,Theoretical and Applied Climatology,0177-798X,1434-4483,3.4
3628,Theoretical and Applied Genetics,0040-5752,1432-2242,5.4
3629,Theoretical and Computational Fluid Dynamics,0935-4964,1432-2250,3.4
3630,Theoretical and Experimental Chemistry,0040-5760,1573-935X,1.0
3631,Theoretical and Experimental Plant Physiology, ,2197-0025,2.6
3632,Theoretical and Mathematical Physics,0040-5779,1573-9333,1.0
3633,Theory and Decision,0040-5833,1573-7187,0.8
3634,Theory and Society,0304-2421,1573-7853,2.9
3635,Theory in Biosciences,1431-7613,1611-7530,1.1
3636,Theory of Computing Systems,1432-4350,1433-0490,0.5
3637,Therapeutic Innovation & Regulatory Science,2168-4790,2168-4804,1.5
3638,Thermal Engineering,0040-6015,1555-6301,0.5
3639,Thermophysics and Aeromechanics, ,1531-8699,0.5
3640,Thrombosis Journal,1477-9560, , 
3641,Thyroid Research,1756-6614, , 
3642,Tijdschrift voor Gerontologie en Geriatrie, , , 
3643,Tijdschrift voor GezondheidsRecht, , , 
3644,Tijdschrift voor Kindergeneeskunde, , , 
3645,Tijdschrift voor Medisch Onderwijs, , , 
3646,Tijdschrift voor Neuropsychiatrie en Gedragsneurologie, , , 
3647,Tijdschrift voor ouderengeneeskunde, , , 
3648,Tijdschrift voor Psychotherapie, , , 
3649,Tijdschrift voor Urologie,2211-3037,2211-4718, 
3650,Tissue Engineering and Regenerative Medicine, ,2212-5469,3.6
3651,Tobacco Induced Diseases,1617-9625, , 
3652,Topics in Catalysis,1022-5528,1572-9028,3.6
3653,Topics in Current Chemistry, ,2364-8961,8.6
3654,Topoi,0167-7411,1572-8749,1.4
3655,Toxicological Research,1976-8257,2234-2753,2.3
3656,Toxicological Reviews, , , 
3657,Toxicology and Environmental Health Sciences,2005-9752,2233-7784,1.7
3658,Trabajos de estadística, , , 
3659,Trabajos de estadística y de investigación operativa, , , 
3660,Trabajos de investigación operativa, , , 
3661,Transactions of Tianjin University,1006-4982,1995-8196,7.1
3662,Transactions of the Indian Institute of Metals,0972-2815,0975-1645,1.6
3663,Transactions of the Indian National Academy of Engineering,2662-5415,2662-5423, 
3664,Transactions of the Royal Academy of Medicine in Ireland, , , 
3665,Transactions on Electrical and Electronic Materials,1229-7607,2092-7592,1.9
3666,Transformation Groups,1083-4362,1531-586X,0.7
3667,Transgenic Research,0962-8819,1573-9368,3.0
3668,Transition Metal Chemistry,0340-4285,1572-901X,1.7
3669,Transition Studies Review, , , 
3670,Translational Behavioral Medicine, , , 
3671,Translational Medicine Communications, , , 
3672,Translational Neurodegeneration,2047-9158, , 
3673,Translational Neuroscience, , , 
3674,Translational Respiratory Medicine, , , 
3675,Translational Stroke Research,1868-4483,1868-601X,6.9
3676,Transplant International, , , 
3677,Transplantation Research,2047-1440, , 
3678,Transport in Porous Media,0169-3913,1573-1634,2.7
3679,Transportation,0049-4488,1572-9435,4.3
3680,Transportation Infrastructure Geotechnology,2196-7202,2196-7210, 
3681,Transportation in Developing Economies,2199-9287,2199-9295,1.6
3682,Trauma und Berufskrankheit, , , 
3683,Treatments in Endocrinology, , , 
3684,Treatments in Respiratory Medicine, , , 
3685,Tree Genetics & Genomes, ,1614-2950,2.4
3686,Trees,0931-1890,1432-2285,2.3
3687,Trends in Organized Crime,1084-4791,1936-4830,1.7
3688,Trends in Psychology, ,2358-1883, 
3689,Trials,1745-6215, , 
3690,Tribology Letters,1023-8883,1573-2711,3.2
3691,Triple Helix, , , 
3692,Tropical Animal Health and Production,0049-4747,1573-7438,1.7
3693,"Tropical Diseases, Travel Medicine and Vaccines",2055-0936, , 
3694,Tropical Ecology,0564-3295,2661-8982,1.6
3695,Tropical Medicine and Health,1349-4147, , 
3696,Tropical Plant Biology, , ,2.0
3697,Tropical Plant Pathology, ,1983-2052,2.5
3698,Tropical Technology Journal, , , 
3699,Tumor Biology, , , 
3700,Tungsten,2661-8028,2661-8036,6.6
3701,TvPO,2666-9838,2666-9846, 
3702,TvV Tijdschrift voor Verzorgenden,0921-5832,2468-1350, 
3703,Türk Fizyoterapi ve Rehabilitasyon Dergisi/Turkish Journal of Physiotherapy and Rehabilitation, , , 
3704,URBAN DESIGN International, , , 
3705,Ukrainian Mathematical Journal,0041-5995,1573-9376,0.5
3706,United Kingdom Balance of Payments - The Pink Book, , , 
3707,United Kingdom Economic Accounts, , , 
3708,United Kingdom National Accounts - The Blue Book, , , 
3709,Universal Access in the Information Society,1615-5289,1615-5297,2.4
3710,Unterrichtswissenschaft,0340-4099,2520-873X, 
3711,Updates in Surgery, ,2038-3312,2.6
3712,Urban Ecosystems,1083-8155,1573-1642,2.9
3713,Urban Forum,1015-3802,1874-6330,1.4
3714,Urban Informatics, ,2731-6963, 
3715,Urban Lifeline, ,2731-9989, 
3716,Urban Rail Transit,2199-6687,2199-6679,1.5
3717,Urban Transformations,2524-8162, , 
3718,Uro-News,1432-9026,2196-5676, 
3719,Urolithiasis,2194-7228,2194-7236,3.1
3720,Urologic Radiology, , , 
3721,Urologie in der Praxis,2661-8737,2661-8745, 
3722,User Modeling and User-Adapted Interaction,0924-1868,1573-1391,3.6
3723,VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations,0957-8765,1573-7888,2.4
3724,Vakblad Sociaal Werk,2468-7456,2468-7464, 
3725,Vascular Cell, , , 
3726,Vegetation History and Archaeobotany,0939-6314,1617-6278,2.5
3727,Vegetos, ,2229-4473, 
3728,Verslaving, , , 
3729,"Vestnik St. Petersburg University, Mathematics",1063-4541,1934-7855,0.2
3730,Veterinary Research,1297-9716, , 
3731,Veterinary Research Communications,0165-7380,1573-7446,2.2
3732,Video Journal of Education and Pedagogy, , , 
3733,Vietnam Journal of Computer Science, , , 
3734,Vietnam Journal of Mathematics,2305-221X,2305-2228,0.8
3735,Virchows Archiv,0945-6317,1432-2307,3.5
3736,Virchows Archiv B Cell Pathology, , , 
3737,Virologica Sinica, , , 
3738,Virology Journal, , , 
3739,Virtual Reality,1359-4338,1434-9957,4.2
3740,Virus Genes,0920-8569,1572-994X,1.6
3741,VirusDisease,2347-3584,2347-3517, 
3742,"Visual Computing for Industry, Biomedicine, and Art", ,2524-4442, 
3743,Visual Geosciences, , , 
3744,Visual Intelligence, ,2731-9008, 
3745,Visualization in Engineering, , , 
3746,Vocations and Learning,1874-785X,1874-7868,2.8
3747,WIRTSCHAFTSINFORMATIK, , , 
3748,WMU Journal of Maritime Affairs,1651-436X,1654-1642,2.2
3749,Waste Disposal & Sustainable Energy,2524-7980,2524-7891, 
3750,Waste and Biomass Valorization,1877-2641,1877-265X,3.2
3751,Water Conservation Science and Engineering, ,2364-5687,2.0
3752,Water History,1877-7236,1877-7244, 
3753,Water Quality and Ecosystem Modeling, , , 
3754,Water Resources,0097-8078,1608-344X,1.0
3755,Water Resources Management,0920-4741,1573-1650,4.3
3756,Water Waves,2523-367X,2523-3688, 
3757,"Water, Air, & Soil Pollution",0049-6979,1573-2932,2.9
3758,"Water, Air, & Soil Pollution: Focus", , , 
3759,Welding International, , , 
3760,Welding in the World,0043-2288,1878-6669,2.1
3761,Wetlands,0277-5212,1943-6246,2.0
3762,Wetlands Ecology and Management,0923-4861,1572-9834,1.8
3763,Wiener Medizinische Wochenschrift,0043-5341,1563-258X,0.9
3764,Wiener klinische Wochenschrift,0043-5325,1613-7671,2.6
3765,Wiener klinische Wochenschrift Education, , , 
3766,Wiener klinisches Magazin,1869-1757,1613-7817, 
3767,Wireless Networks,1022-0038,1572-8196,3.0
3768,Wireless Personal Communications,0929-6212,1572-834X,2.2
3769,Wirtschaftsdienst, , , 
3770,Wirtschaftsinformatik & Management,1867-5905,1867-5913, 
3771,Wirtschaftsrechtliche Blätter, , , 
3772,Wissensmanagement, , , 
3773,Wohnrechtliche Blätter, , , 
3774,Women's Midlife Health,2054-2690, , 
3775,Wood Science and Technology,0043-7719,1432-5225,3.4
3776,World Allergy Organization Journal,1939-4551, , 
3777,World Journal of Emergency Surgery,1749-7922, , 
3778,World Journal of Microbiology and Biotechnology,0959-3993,1573-0972,4.1
3779,World Journal of Pediatrics,1708-8569,1867-0687,8.7
3780,World Journal of Surgery,0364-2313,1432-2323,2.6
3781,World Journal of Surgical Oncology,1477-7819, , 
3782,World Journal of Urology,0724-4983,1433-8726,3.4
3783,World Wide Web,1386-145X,1573-1413,3.7
3784,Wuhan University Journal of Natural Sciences, , , 
3785,wissen kompakt, ,2190-3816, 
3786,ZDM – Mathematics Education,1863-9690,1863-9704,3.0
3787,Zeitschrift für Allgemeinmedizin,1433-6251,1439-9229, 
3788,Zeitschrift für Arbeitswissenschaft,0340-2444,2366-4681, 
3789,Zeitschrift für Außen- und Sicherheitspolitik,1866-2188,1866-2196, 
3790,Zeitschrift für Bevölkerungswissenschaft, , , 
3791,Zeitschrift für Bildungsforschung,2190-6890,2190-6904, 
3792,Zeitschrift für Didaktik der Naturwissenschaften, ,2197-988X, 
3793,Zeitschrift für Energiewirtschaft,0343-5377,1866-2765, 
3794,Zeitschrift für Erziehungswissenschaft,1434-663X,1862-5215,1.4
3795,Zeitschrift für Ethik und Moralphilosophie, ,2522-0071, 
3796,Zeitschrift für Europäisches Unternehmens- und Verbraucherrecht, , , 
3797,Zeitschrift für Friedens- und Konfliktforschung,2192-1741,2524-6976, 
3798,Zeitschrift für Gerontologie und Geriatrie,0948-6704,1435-1269,1.2
3799,Zeitschrift für Grundschulforschung,1865-3553,2523-3181, 
3800,"Zeitschrift für Herz-,Thorax- und Gefäßchirurgie",0930-9225,1435-1277,0.1
3801,"Zeitschrift für Hochschulrecht, Hochschulmanagement und Hochschulpolitik: zfhr", , , 
3802,Zeitschrift für Immobilienökonomie, ,2198-8021, 
3803,"Zeitschrift für Kristallographie, Mineralogie und Petrographie", , , 
3804,Zeitschrift für Literaturwissenschaft und Linguistik,0049-8653,2365-953X, 
3805,Zeitschrift für Management, , , 
3806,Zeitschrift für Parlamentsfragen, , , 
3807,Zeitschrift für Physik A Hadrons and nuclei, , , 
3808,Zeitschrift für Physik B Condensed Matter, , , 
3809,Zeitschrift für Physik C Particles and Fields, , , 
3810,"Zeitschrift für Physik D Atoms,Molecules and Clusters", , , 
3811,Zeitschrift für Pneumologie,2731-7404,2731-7412,0.2
3812,Zeitschrift für Politikberatung, , , 
3813,Zeitschrift für Politikwissenschaft,1430-6387,2366-2638, 
3814,Zeitschrift für Psychodrama und Soziometrie,1619-5507,1862-2526, 
3815,"Zeitschrift für Religion, Gesellschaft und Politik", ,2510-1226, 
3816,Zeitschrift für Rheumatologie,0340-1855,1435-1250,1.0
3817,Zeitschrift für Vergleichende Politikwissenschaft, ,1865-2654,1.5
3818,Zeitschrift für Weiterbildungsforschung, ,2364-0022, 
3819,Zeitschrift für angewandte Mathematik und Physik,0044-2275,1420-9039,2.0
3820,Zeitschrift für die gesamte Neurologie und Psychiatrie, , , 
3821,Zeitschrift für die gesamte Versicherungswissenschaft,0044-2585,1865-9748, 
3822,Zeitschrift für die experimentelle Pathologie, , , 
3823,Zeitschrift für öffentliches Recht, , , 
3824,"Zentralblatt für Arbeitsmedizin, Arbeitsschutz und Ergonomie",0944-2502,2198-0713,0.6
3825,Zoological Letters, , , 
3826,Zoological Studies, , , 
3827,Zoomorphology,0720-213X,1432-234X,1.0
3828,Zorg + Welzijn,1381-4664,2468-1369, 
3829,Zorg en Financiering, , , 
3830,Zorgvisie,1384-4199,2468-1415, 
3831,Zorgvisie tech,2662-7000,2662-7019, 
3832,3 Biotech, ,2190-5738,2.8
3833,3D Printing in Medicine,2365-6271,2365-6271, 
3834,3D Research, , , 
3835,4OR,1619-4500,1614-2411,2.0
3836,Österreichische Wasser- und Abfallwirtschaft,0945-358X,1613-7566, 
3837,Österreichische Zeitschrift für Soziologie,1011-0070,1862-2585,0.7
